,Pd_hat,Pd_obs,Pd_ucl,Pd_lcl
2013-01-05 03:00:00,0.13488504306504956,,0.045389869850080145,0.22438021628001897
2013-01-05 04:00:00,0.13430483664210094,,0.021229449370110953,0.24738022391409092
2013-01-05 05:00:00,0.13406746617353169,,0.0006257891952414218,0.26750914315182195
2013-01-05 06:00:00,0.13397035463336215,,-0.017452518800635725,0.28539322806736
2013-01-05 07:00:00,0.13393062495978086,,-0.03367885532368703,0.30154010524324876
2013-01-05 08:00:00,0.13391437100108428,,-0.048497684364430416,0.31632642636659897
2013-01-05 09:00:00,0.13390772128188208,,-0.062210636355963966,0.3300260789197281
2013-01-05 10:00:00,0.13390500078982884,,-0.07502929703260916,0.3428392986122668
2013-01-05 11:00:00,0.13390388779892098,,-0.0871070829943453,0.3549148585921873
2013-01-05 12:00:00,0.13390343245895428,,-0.0985586924310137,0.3663655573489223
2013-01-05 13:00:00,0.13390324617307914,,-0.10947223936572642,0.3772787317118847
2013-01-05 14:00:00,0.13390316996095236,,-0.11991703229699324,0.38772337221889797
2013-01-05 15:00:00,0.13390313878151772,,-0.12994870636388234,0.39775498392691777
2013-01-05 16:00:00,0.13390312602557997,,-0.1396127067876623,0.40741895883882223
2013-01-05 17:00:00,0.1339031208069495,,-0.14894671733277065,0.41675295894666964
2013-01-05 18:00:00,0.13390311867193563,,-0.1579823954109855,0.4257886327548568
2013-01-05 19:00:00,0.13390311779847194,,-0.16674663964644412,0.43455287524338804
2013-01-05 20:00:00,0.13390311744112587,,-0.17526253451608637,0.4430687693983381
2013-01-05 21:00:00,0.13390311729493065,,-0.18355006697528325,0.45135630156514456
2013-01-05 22:00:00,0.13390311723512016,,-0.19162667882012652,0.45943291329036684
2013-01-05 23:00:00,0.13390311721065087,,-0.19950769854393777,0.4673139329652395
2013-01-06 00:00:00,0.13390311720064016,,-0.20720668332567874,0.4750129177269591
